customerID,gender,SeniorCitizen,Partner,Dependents,customer_key
1120-BMWUB,Female,No,No,No,3352
9124-LHCJQ,Female,No,No,No,3353
4536-PLEQY,Male,No,Yes,No,3354
7029-IJEJK,Female,No,No,No,3355
8871-JLMHM,Female,No,Yes,No,3356
2235-ZGKPT,Female,No,Yes,Yes,3357
3891-PUQOD,Female,No,No,Yes,3358
5447-VYTKW,Male,No,No,No,3359
3623-FQBOX,Male,No,No,No,3360
0689-NKYLF,Male,No,No,No,3361
8659-HDIYE,Female,Yes,No,No,3362
3658-KIBGF,Female,No,No,No,3363
3474-BAFSJ,Male,No,Yes,No,3364
5519-YLDGW,Female,No,Yes,No,3365
3865-ZFZIB,Male,No,No,No,3366
1855-AGAWH,Male,No,Yes,No,3367
7109-CQYUZ,Male,No,No,No,3368
1370-GGAWX,Female,No,No,No,3369
4680-KUTAJ,Female,Yes,No,No,3370
5307-UVGNB,Female,No,Yes,Yes,3371
4946-EDSEW,Female,No,Yes,Yes,3372
2883-ILGWO,Male,Yes,No,No,3373
2516-VQRRV,Female,Yes,No,No,3374
7580-UGXNC,Female,Yes,No,No,3375
3642-BYHDO,Female,No,Yes,Yes,3376
9629-NHXFW,Female,No,Yes,Yes,3377
2696-RZVZW,Male,No,Yes,No,3378
5766-FTRTS,Male,No,Yes,No,3379
0396-HUJBP,Female,No,No,No,3380
5178-LMXOP,Male,Yes,Yes,No,3381
8879-ZKJOF,Female,No,No,No,3382
6285-FTQBF,Male,No,Yes,Yes,3383
8185-UPYBR,Male,No,Yes,No,3384
4585-HETAI,Female,No,Yes,Yes,3385
7526-BEZQB,Male,No,No,No,3386
1474-JUWSM,Female,No,Yes,No,3387
3530-CRZSB,Female,No,No,No,3388
8498-XXGWA,Female,No,Yes,No,3389
9617-INGJY,Male,No,No,No,3390
0621-TSSMU,Male,No,Yes,No,3391
7234-KMNRQ,Male,No,No,No,3392
7636-PEPNS,Female,No,Yes,Yes,3393
4683-WYDOU,Male,No,Yes,No,3394
9052-DHNKM,Male,No,No,No,3395
6794-HKIAJ,Male,No,No,No,3396
5578-NKCXI,Female,No,Yes,Yes,3397
1642-HMARX,Female,No,Yes,No,3398
3096-WPXBT,Female,No,Yes,Yes,3399
8434-PNQZX,Female,No,No,No,3400
5950-AAAGJ,Male,No,No,No,3401
4299-OPXEJ,Female,No,No,No,3402
4951-UKAAQ,Female,No,No,No,3403
9618-LFJRU,Female,No,No,No,3404
6693-DJWTY,Female,No,No,Yes,3405
0744-GKNGE,Female,No,Yes,Yes,3406
6447-EGDIV,Female,No,No,No,3407
1167-OYZJF,Female,Yes,Yes,No,3408
2108-YKQTY,Female,No,No,No,3409
4806-DXQCE,Female,Yes,Yes,No,3410
4918-QLLIW,Male,No,No,No,3411
7056-IMHCC,Male,Yes,Yes,No,3412
4854-SSLTN,Male,No,Yes,Yes,3413
5294-DMSFH,Female,No,Yes,Yes,3414
4837-PZTIC,Female,No,No,No,3415
1625-JAIIY,Female,No,Yes,Yes,3416
0603-OLQDC,Male,No,No,Yes,3417
3272-VUHPV,Female,No,Yes,Yes,3418
4176-FXYBO,Male,No,Yes,No,3419
1063-DHQJF,Male,No,Yes,Yes,3420
8663-UPDGF,Female,No,No,No,3421
6719-FGEDO,Female,No,Yes,No,3422
1837-YQUCE,Female,No,No,No,3423
2947-DOMLJ,Male,No,No,Yes,3424
4112-LUEIZ,Male,No,No,No,3425
0369-ZGOVK,Female,No,Yes,Yes,3426
4510-HIMLV,Male,No,No,No,3427
9919-KNPOO,Female,No,Yes,No,3428
8749-JMNKX,Male,Yes,Yes,No,3429
7872-BAAZR,Female,No,Yes,Yes,3430
9391-LMANN,Male,No,No,Yes,3431
2430-USGXP,Male,No,Yes,No,3432
8174-TBVCF,Female,No,Yes,No,3433
1698-XFZCI,Male,No,No,No,3434
1877-HKBQX,Female,No,No,No,3435
4450-DLLMH,Male,No,No,No,3436
0428-AXXLJ,Male,No,No,No,3437
2746-DIJLO,Female,No,No,No,3438
5955-ERIHD,Male,No,Yes,No,3439
0917-EZOLA,Male,Yes,Yes,No,3440
3508-VLHCZ,Female,No,Yes,Yes,3441
4086-ATNFV,Female,No,Yes,Yes,3442
0468-YRPXN,Male,No,No,No,3443
5996-NRVXR,Male,Yes,Yes,No,3444
3739-YBWAB,Male,No,Yes,No,3445
7047-FWEYA,Female,No,Yes,No,3446
2000-MPKCA,Female,No,No,No,3447
9762-YAQAA,Male,No,No,No,3448
5949-EBSQK,Male,No,Yes,Yes,3449
5473-KHBPS,Female,No,Yes,Yes,3450
0100-DUVFC,Male,Yes,Yes,No,3451
5397-TUPSH,Male,Yes,Yes,No,3452
8950-MTZNV,Male,No,No,No,3453
0326-VDYXE,Female,No,Yes,No,3454
6773-LQTVT,Female,Yes,Yes,Yes,3455
7274-RTAPZ,Male,No,No,No,3456
0436-TWFFZ,Female,No,No,No,3457
8566-YPRGL,Female,No,No,No,3458
0311-UNPFF,Female,No,No,No,3459
6609-MXJHJ,Female,No,Yes,Yes,3460
2669-OIDSD,Female,No,Yes,No,3461
8400-WZICQ,Female,No,Yes,Yes,3462
3834-XUIFC,Male,No,No,No,3463
9576-SYUHJ,Male,No,No,No,3464
0410-IPFTY,Female,No,Yes,No,3465
2831-EBWRN,Male,No,No,No,3466
9430-NKQLY,Male,No,Yes,Yes,3467
8414-MYSHR,Male,Yes,No,No,3468
0247-SLUJI,Male,No,Yes,Yes,3469
9402-ORRAH,Female,Yes,No,No,3470
6483-OATDN,Male,No,Yes,Yes,3471
1293-HHSHJ,Female,No,No,No,3472
4840-ORQXB,Female,Yes,No,No,3473
7599-FKVXZ,Male,No,Yes,No,3474
3982-DQLUS,Male,Yes,Yes,Yes,3475
8610-ZIKJJ,Female,No,Yes,Yes,3476
3756-VNWDH,Male,Yes,Yes,No,3477
7801-KICAO,Female,No,No,No,3478
7673-LPRNY,Female,No,No,No,3479
8229-TNIQA,Female,No,No,No,3480
6060-QBMGV,Male,No,Yes,No,3481
7339-POGZN,Female,No,No,No,3482
2828-SLQPF,Male,No,No,No,3483
4465-VDKIQ,Female,No,No,No,3484
2921-XWDJH,Female,Yes,Yes,No,3485
6221-AVQYL,Male,No,No,No,3486
2558-BUOZZ,Male,No,No,No,3487
9257-AZMTZ,Female,No,Yes,Yes,3488
0003-MKNFE,Male,No,No,No,3489
0975-UYDTX,Female,No,Yes,No,3490
7743-EXURX,Male,No,Yes,Yes,3491
4682-BLBUC,Male,No,Yes,No,3492
0975-VOOVL,Female,No,No,No,3493
5968-VXZLG,Male,No,No,No,3494
5569-KGJHX,Female,No,Yes,Yes,3495
4988-IQIGL,Male,Yes,No,No,3496
5201-FRKKS,Male,No,No,No,3497
9799-CAYJJ,Female,Yes,Yes,No,3498
7730-IUTDZ,Male,No,No,No,3499
0426-TIRNE,Female,No,No,No,3500
5443-SCMKX,Female,No,Yes,No,3501
8295-KMENE,Female,No,Yes,Yes,3502
6738-ISCBM,Male,No,No,No,3503
9821-BESNZ,Male,No,No,No,3504
3678-MNGZX,Male,No,Yes,Yes,3505
1335-NTIUC,Male,No,No,No,3506
2916-BQZLN,Male,No,No,No,3507
4558-CGYCZ,Male,No,No,No,3508
2368-GAKKQ,Female,No,No,No,3509
8710-YGLWG,Male,No,No,No,3510
3199-XGZCY,Female,No,No,No,3511
3785-KTYSH,Male,No,No,No,3512
6814-ZPWFQ,Male,Yes,No,No,3513
4063-EIKNQ,Male,No,Yes,Yes,3514
6993-YCOBK,Male,No,Yes,Yes,3515
5206-HPJKM,Male,No,No,No,3516
7587-RZNME,Male,No,No,No,3517
0748-RDGGM,Male,No,Yes,No,3518
8393-JMVMB,Male,No,No,No,3519
5019-GQVCR,Male,Yes,No,No,3520
6036-TTFYU,Female,No,Yes,No,3521
2550-AEVRU,Female,No,Yes,Yes,3522
0969-RGKCU,Male,No,Yes,Yes,3523
0378-CJKPV,Female,No,Yes,No,3524
4706-AXVKM,Female,Yes,No,No,3525
5889-JTMUL,Female,Yes,Yes,No,3526
9026-RNUJS,Male,Yes,No,No,3527
3746-EUBYR,Male,No,Yes,No,3528
2332-EFBJY,Male,No,No,No,3529
2880-FPNAE,Male,Yes,Yes,No,3530
1703-MGIAB,Female,No,No,No,3531
4311-QTTAI,Female,No,No,No,3532
9474-PHLYD,Female,No,No,No,3533
4318-RAJVY,Female,No,No,No,3534
2165-VOEGB,Female,No,No,Yes,3535
3612-YUNGG,Male,No,Yes,Yes,3536
2254-DLXRI,Female,No,No,No,3537
5062-CJJKH,Male,No,Yes,Yes,3538
9028-LIHRP,Male,No,Yes,Yes,3539
2219-MVUSO,Male,No,No,No,3540
1053-MXTTK,Female,No,Yes,Yes,3541
1530-ZTDOZ,Female,No,Yes,No,3542
1301-LOPVR,Male,No,Yes,Yes,3543
0853-TWRVK,Male,No,Yes,No,3544
8914-RBTSB,Male,No,Yes,No,3545
6212-ATMLK,Female,No,No,No,3546
8200-LGKSR,Male,No,Yes,No,3547
1568-BEKZM,Male,Yes,Yes,No,3548
0670-ANMUU,Male,No,No,No,3549
6897-RWMUB,Male,No,Yes,Yes,3550
0963-ZBDRN,Male,No,No,No,3551
7594-RQHXR,Female,No,No,Yes,3552
6999-CHVCF,Male,No,No,No,3553
6134-KWTBV,Male,No,No,No,3554
1077-HUUJM,Female,No,No,Yes,3555
6331-EWIEB,Male,No,No,No,3556
0895-LNKRC,Male,No,Yes,Yes,3557
2045-BMBTJ,Female,Yes,No,No,3558
8417-GSODA,Male,No,Yes,Yes,3559
5171-EPLKN,Male,No,No,No,3560
4452-QIIEB,Male,No,No,No,3561
5998-VVEJY,Male,No,No,No,3562
1624-NALOJ,Male,Yes,No,No,3563
6741-EGCBI,Male,Yes,No,No,3564
7820-ZYGNY,Male,No,No,No,3565
4317-VTEOA,Male,No,No,No,3566
9677-AVKED,Female,No,No,Yes,3567
1670-SVOWZ,Female,No,Yes,Yes,3568
2227-JRSJX,Female,No,No,No,3569
9847-HNVGP,Male,No,No,No,3570
6696-YDAYZ,Male,No,Yes,Yes,3571
8980-WQFWL,Female,No,No,No,3572
1730-ZMAME,Female,Yes,No,No,3573
6506-EYCNH,Female,No,Yes,Yes,3574
4634-JLRJT,Female,No,No,No,3575
9501-UKKNL,Male,No,No,No,3576
2560-QTSBS,Female,No,Yes,Yes,3577
7541-YLXCL,Male,No,No,No,3578
4795-WRNVT,Female,No,No,No,3579
6080-TCMYC,Male,No,Yes,Yes,3580
0260-ZDLGK,Female,No,No,Yes,3581
7860-UXCRM,Male,No,Yes,Yes,3582
6357-JJPQT,Female,No,No,No,3583
2292-XQWSV,Male,No,Yes,Yes,3584
9552-TGUZV,Male,No,Yes,No,3585
5913-INRQV,Male,Yes,Yes,No,3586
8722-NGNBH,Male,No,No,No,3587
6210-KBBPI,Male,Yes,No,No,3588
9643-YBLUR,Male,No,Yes,No,3589
8734-FNWVH,Male,No,Yes,Yes,3590
9447-YPTBX,Female,No,Yes,No,3591
0133-BMFZO,Female,No,No,No,3592
6128-CZOMY,Female,No,No,No,3593
9540-JYROE,Male,No,No,No,3594
9026-LHEVG,Female,No,No,No,3595
2260-USTRB,Female,Yes,No,No,3596
3656-TKRVZ,Female,No,No,No,3597
7011-CVEUC,Male,No,Yes,No,3598
6185-TASNN,Male,Yes,No,No,3599
7925-PNRGI,Female,No,Yes,Yes,3600
8623-TMRBY,Male,Yes,Yes,Yes,3601
1552-CZCLL,Female,No,Yes,Yes,3602
3038-PQIUY,Female,No,No,No,3603
1501-SGHBW,Male,No,No,No,3604
9313-CDOGY,Male,No,Yes,Yes,3605
8148-BPLZQ,Male,No,No,No,3606
2623-DRYAM,Female,No,Yes,No,3607
9987-LUTYD,Female,No,No,No,3608
3208-YPIOE,Male,No,No,No,3609
4488-KQFDT,Female,No,No,No,3610
2612-RANWT,Female,No,No,No,3611
5693-PIPCS,Male,No,No,No,3612
0491-KAPQG,Male,No,No,No,3613
1925-LFCZZ,Male,Yes,No,No,3614
8039-EQPIM,Male,No,Yes,No,3615
6900-PXRMS,Male,Yes,Yes,Yes,3616
8707-RMEZH,Female,Yes,Yes,No,3617
3346-BRMIS,Female,Yes,Yes,No,3618
3209-ZPKFI,Male,No,Yes,Yes,3619
6479-VDGRK,Female,No,Yes,Yes,3620
9373-WSLOY,Male,Yes,Yes,No,3621
2933-FILNV,Female,No,Yes,Yes,3622
3569-JFODW,Female,No,Yes,Yes,3623
9819-FBNSV,Male,Yes,Yes,No,3624
9544-PYPSJ,Female,Yes,Yes,Yes,3625
1591-XWLGB,Female,No,Yes,No,3626
0396-UKGAI,Male,No,No,Yes,3627
3243-ZHOHY,Female,No,No,No,3628
5186-EJEGL,Male,No,No,No,3629
7527-QNRUS,Male,No,Yes,Yes,3630
9986-BONCE,Female,No,No,No,3631
2722-JMONI,Female,Yes,Yes,No,3632
2203-GHNWN,Female,No,Yes,No,3633
3878-AVSOQ,Female,Yes,No,No,3634
3258-SYSWS,Male,Yes,No,No,3635
5296-PSYVW,Female,No,Yes,No,3636
6319-QSUSR,Female,No,No,Yes,3637
4083-EUGRJ,Male,No,No,No,3638
7579-OOPEC,Female,Yes,Yes,No,3639
0512-FLFDW,Female,Yes,Yes,No,3640
1771-OADNZ,Male,Yes,Yes,No,3641
0487-CRLZF,Female,No,No,No,3642
2107-FBPTK,Female,Yes,No,No,3643
9451-WLYRI,Female,No,Yes,No,3644
8219-VYBVI,Male,No,No,Yes,3645
1991-VOPLL,Female,No,No,No,3646
9738-QLWTP,Male,No,No,No,3647
1016-DJTSV,Male,Yes,No,No,3648
9419-IPPBE,Female,No,Yes,Yes,3649
0174-QRVVY,Male,No,Yes,Yes,3650
5699-BNCAS,Male,Yes,No,No,3651
2900-PHPLN,Female,Yes,Yes,No,3652
0612-RTZZA,Female,Yes,No,No,3653
8106-GWQOK,Male,No,Yes,No,3654
8751-EDEKA,Female,No,Yes,No,3655
6878-GGDWG,Female,No,Yes,No,3656
4039-PIMHX,Male,Yes,Yes,No,3657
8450-LUGUK,Female,No,Yes,Yes,3658
3604-WLABM,Female,No,No,No,3659
0795-GMVQO,Male,No,Yes,No,3660
2259-OUUSZ,Male,No,No,No,3661
1142-IHLOO,Female,No,No,No,3662
6410-LEFEN,Female,No,No,No,3663
4633-MKHYU,Female,No,No,No,3664
6257-RJOHI,Male,No,No,No,3665
1545-JFUML,Male,No,Yes,No,3666
3194-ORPIK,Female,No,Yes,Yes,3667
7826-VVKWT,Female,Yes,Yes,Yes,3668
1353-GHZOS,Male,No,Yes,No,3669
2587-EKXTS,Male,No,No,No,3670
5442-BXVND,Female,No,Yes,Yes,3671
8816-VXNZD,Female,No,No,No,3672
9378-FXTIZ,Female,No,Yes,No,3673
1723-HKXJQ,Male,No,No,No,3674
7825-GKXMW,Female,No,No,No,3675
9753-OYLBX,Female,No,No,No,3676
2364-UFROM,Male,No,No,No,3677
6656-JWRQX,Female,No,No,No,3678
6473-ULUHT,Male,No,Yes,Yes,3679
1240-KNSEZ,Male,No,No,No,3680
0836-SEYLU,Male,No,Yes,No,3681
4433-JCGCG,Male,Yes,Yes,No,3682
3716-BDVDB,Male,No,No,No,3683
7688-AWMDX,Male,No,Yes,No,3684
2842-BCQGE,Male,No,No,No,3685
7244-QWYHG,Male,No,Yes,No,3686
5899-MQZZL,Female,No,No,No,3687
6849-OYAMU,Male,No,Yes,Yes,3688
5312-UXESG,Female,No,No,No,3689
9488-HGMJH,Female,Yes,No,No,3690
6038-GCYEC,Female,No,No,No,3691
2150-WLKUW,Female,No,Yes,No,3692
7159-FVYPK,Female,No,Yes,Yes,3693
7032-LMBHI,Female,No,No,No,3694
1150-WFARN,Female,No,Yes,Yes,3695
6088-BXMRG,Female,No,Yes,Yes,3696
3144-AUDBS,Female,No,Yes,No,3697
4821-SJHJV,Female,No,Yes,Yes,3698
7346-MEDWM,Female,No,No,No,3699
1137-DGOWI,Female,No,Yes,No,3700
5616-PRTNT,Male,No,No,Yes,3701
3812-LRZIR,Female,No,Yes,Yes,3702
4818-QIUFN,Female,Yes,No,No,3703
9483-GCPWE,Male,No,No,Yes,3704
4227-OJHAL,Female,No,Yes,Yes,3705
9220-CXRSC,Female,No,Yes,Yes,3706
4993-JCRGJ,Male,No,No,No,3707
9537-JALFH,Male,No,Yes,Yes,3708
6698-OXETB,Male,No,No,No,3709
2103-ZRXFN,Male,No,No,No,3710
3724-BSCVH,Male,No,Yes,Yes,3711
4877-TSOFF,Female,No,Yes,Yes,3712
9209-NWPGU,Male,No,No,No,3713
6961-VCPMC,Male,Yes,Yes,No,3714
7306-YDSOI,Male,No,Yes,Yes,3715
5288-AHOUP,Male,Yes,No,No,3716
6688-UZPWD,Female,No,Yes,No,3717
0655-YDGFJ,Male,No,No,No,3718
8468-EHYJA,Female,No,Yes,No,3719
6823-SIDFQ,Male,No,No,No,3720
1097-FSPVW,Female,No,No,No,3721
2839-RFSQE,Female,No,No,No,3722
8328-SKJNO,Male,No,No,Yes,3723
7010-ZMVBF,Female,No,Yes,Yes,3724
5201-CBWYG,Male,No,Yes,Yes,3725
0968-GSIKN,Female,No,No,No,3726
1965-DDBWU,Male,No,No,No,3727
9057-SIHCH,Female,No,No,No,3728
6352-GIGGQ,Male,No,No,No,3729
3635-QQRQD,Male,No,No,No,3730
6771-XWBDM,Female,No,Yes,No,3731
2897-DOVND,Male,No,No,No,3732
3082-YVEKW,Female,No,Yes,Yes,3733
0191-EQUUH,Female,No,No,Yes,3734
7134-HBPBS,Female,Yes,No,No,3735
3489-HHPFY,Female,No,Yes,No,3736
2926-JEJJC,Female,No,No,No,3737
8601-QACRS,Female,No,No,No,3738
4950-BDEUX,Male,No,No,No,3739
5789-LDFXO,Male,No,No,No,3740
0508-OOLTO,Female,No,Yes,Yes,3741
2984-TBYKU,Male,No,Yes,Yes,3742
9822-WMWVG,Female,No,No,No,3743
2391-SOORI,Male,No,No,Yes,3744
9040-KZVWO,Male,No,No,No,3745
2645-QTLMB,Male,No,No,No,3746
4806-HIPDW,Female,No,Yes,No,3747
1548-ARAGG,Female,No,Yes,Yes,3748
6339-RZCBJ,Male,No,No,No,3749
4424-TKOPW,Male,Yes,No,No,3750
4415-WNGVR,Female,Yes,Yes,No,3751
2522-AHJXR,Male,No,Yes,No,3752
0412-UCCNP,Male,No,No,No,3753
1816-FLZDK,Male,No,No,No,3754
7096-UCLNH,Male,No,No,No,3755
8443-ZRDBZ,Male,No,No,No,3756
9136-ALYBR,Male,No,No,No,3757
4615-PIVVU,Female,No,No,No,3758
8885-QSQBX,Female,No,No,No,3759
7479-NITWS,Male,No,No,No,3760
8617-ENBDS,Male,No,No,No,3761
9385-NXKDA,Female,No,Yes,No,3762
0430-IHCDJ,Male,No,No,No,3763
2959-MJHIC,Male,No,Yes,No,3764
6674-KVJHG,Female,No,No,No,3765
1814-DKOLC,Female,No,No,No,3766
4201-JMNGR,Female,Yes,No,No,3767
9351-HXDMR,Male,No,Yes,No,3768
3537-HPKQT,Female,No,Yes,No,3769
2129-ALKBS,Female,No,Yes,Yes,3770
5821-MMEIL,Female,No,Yes,No,3771
5960-WPXQM,Male,No,No,No,3772
0684-AOSIH,Male,No,Yes,No,3773
8260-NGFNY,Female,No,No,No,3774
1309-XGFSN,Male,Yes,Yes,Yes,3775
1866-RZZQS,Male,Yes,No,No,3776
6968-URWQU,Male,No,Yes,No,3777
4742-TXUEX,Female,No,Yes,Yes,3778
9631-XEYKE,Male,No,No,No,3779
8631-NBHFZ,Male,Yes,Yes,Yes,3780
1335-MXCSE,Male,No,Yes,Yes,3781
8873-TMKGR,Male,No,No,No,3782
8800-JOOCF,Female,No,No,Yes,3783
1469-LBJQJ,Female,No,Yes,No,3784
4958-XCBDQ,Male,Yes,No,No,3785
8337-UPOAQ,Male,Yes,Yes,No,3786
0064-YIJGF,Male,No,Yes,Yes,3787
2386-OWURY,Female,No,No,No,3788
1725-IQNIY,Male,No,Yes,No,3789
0310-VQXAM,Male,No,No,No,3790
6598-RFFVI,Male,No,No,No,3791
3453-RTHJQ,Male,No,No,No,3792
6712-OAWRH,Female,Yes,No,No,3793
6278-FEPBZ,Female,No,No,No,3794
4280-DLSHD,Male,No,Yes,No,3795
1508-DFXCU,Male,No,No,No,3796
8614-VGMMV,Female,No,No,No,3797
7868-BGSZA,Male,No,Yes,No,3798
2800-QQUSO,Male,No,No,No,3799
2930-UOTMB,Female,No,No,No,3800
7973-DZRKH,Female,No,No,Yes,3801
5914-DVBWJ,Female,Yes,No,No,3802
7698-YFGEZ,Male,No,No,No,3803
2533-QVMSK,Male,No,Yes,No,3804
9773-PEQBZ,Male,No,No,No,3805
8644-XLFBW,Male,Yes,No,No,3806
0650-BWOZN,Female,Yes,No,No,3807
8625-AZYZY,Male,No,Yes,No,3808
7785-RDVIG,Female,No,Yes,Yes,3809
9602-WCXPI,Male,No,No,No,3810
2903-YYTBW,Male,No,Yes,Yes,3811
3620-MWJNE,Male,No,No,No,3812
8573-JGCZW,Male,No,No,No,3813
6837-HAEVO,Male,No,Yes,Yes,3814
6701-YVNQG,Male,No,Yes,No,3815
9306-CPCBC,Female,No,No,No,3816
4304-XUMGI,Male,Yes,Yes,Yes,3817
9504-YAZWB,Female,No,No,No,3818
8819-ZBYNA,Female,No,Yes,No,3819
6174-NRBTZ,Male,No,No,No,3820
9481-IEBZY,Male,Yes,Yes,No,3821
1833-VGRUM,Female,Yes,No,No,3822
6137-NICCO,Female,No,Yes,Yes,3823
9065-ZCPQX,Male,No,Yes,No,3824
6402-EJMWF,Male,No,No,No,3825
3620-EHIMZ,Female,No,Yes,Yes,3826
3213-VVOLG,Male,No,Yes,Yes,3827
6870-ECSHE,Female,No,No,No,3828
8747-UDCOI,Female,No,Yes,No,3829
8374-XGEJJ,Male,Yes,Yes,No,3830
2656-TABEH,Male,No,Yes,No,3831
6946-LMSQS,Male,Yes,Yes,No,3832
4626-OZDTJ,Female,No,Yes,No,3833
9169-BSVIN,Male,No,No,No,3834
2325-ZUSFD,Female,No,Yes,Yes,3835
8194-PEEBY,Female,No,Yes,Yes,3836
6872-HXFNF,Female,No,Yes,No,3837
3932-CMDTD,Female,No,No,No,3838
7714-YXSMB,Female,No,No,No,3839
8387-UGUSU,Female,No,Yes,Yes,3840
1080-BWSYE,Male,Yes,Yes,No,3841
4039-HEUNW,Male,Yes,Yes,No,3842
1194-HVAIF,Female,No,Yes,No,3843
0812-WUPTB,Male,Yes,Yes,No,3844
3594-UVONA,Female,No,No,No,3845
0004-TLHLJ,Male,No,No,No,3846
1767-TGTKO,Female,No,Yes,Yes,3847
8439-LTUGF,Male,No,No,No,3848
8805-JNRAZ,Female,No,No,No,3849
5089-IFSDP,Female,No,Yes,No,3850
6418-HNFED,Male,No,Yes,No,3851
0206-OYVOC,Female,No,Yes,Yes,3852
7291-CDTMJ,Male,No,No,No,3853
7128-GGCNO,Male,No,No,No,3854
0237-YFUTL,Female,No,Yes,No,3855
7691-KGKGP,Male,No,Yes,Yes,3856
6710-HSJRD,Male,No,Yes,No,3857
3675-EQOZA,Male,No,No,No,3858
0840-DCNZE,Male,No,No,No,3859
1732-FEKLD,Female,No,No,No,3860
9862-KJTYK,Male,No,No,Yes,3861
0479-HMSWA,Female,No,No,Yes,3862
5854-KSRBJ,Male,No,Yes,Yes,3863
0365-BZUWY,Male,No,Yes,No,3864
4817-VYYWS,Female,No,No,No,3865
5701-SVCWR,Female,No,No,Yes,3866
3129-AAQOU,Female,No,Yes,Yes,3867
4922-CVPDX,Female,No,Yes,No,3868
1396-QWFBJ,Female,No,Yes,Yes,3869
1357-BIJKI,Male,No,Yes,No,3870
1099-BTKWT,Female,No,Yes,No,3871
5299-SJCZT,Male,No,No,No,3872
2018-PZKMU,Male,No,Yes,Yes,3873
7340-KEFQE,Female,No,Yes,Yes,3874
4570-QHXHL,Female,No,No,No,3875
2403-BCASL,Male,Yes,Yes,Yes,3876
7392-YYPYJ,Male,No,No,No,3877
2898-LSJGD,Female,No,Yes,Yes,3878
2223-GDSHL,Male,No,Yes,Yes,3879
7359-PTSXY,Male,No,No,No,3880
9470-RTWDV,Male,No,Yes,Yes,3881
2176-OSJUV,Male,No,Yes,No,3882
9348-YVOMK,Male,No,No,No,3883
8104-OSKWT,Female,No,No,No,3884
4521-YEEHE,Female,No,Yes,No,3885
4090-KPJIP,Female,No,No,No,3886
3786-WOVKF,Female,Yes,Yes,No,3887
4503-BDXBD,Male,No,No,No,3888
6086-ESGRL,Female,No,No,No,3889
2592-HODOV,Male,No,No,No,3890
3886-CERTZ,Female,No,Yes,No,3891
7995-ZHHNZ,Male,No,Yes,No,3892
3824-RHKVR,Female,No,No,No,3893
5816-SCGFC,Female,Yes,No,No,3894
5989-AXPUC,Female,No,Yes,No,3895
4979-HPRFL,Male,No,Yes,Yes,3896
8590-OHDIW,Female,No,Yes,Yes,3897
8015-IHCGW,Female,No,Yes,Yes,3898
2332-TODQS,Female,No,No,No,3899
9278-VZKCD,Female,Yes,Yes,No,3900
8008-OTEZX,Female,No,Yes,Yes,3901
2773-OVBPK,Male,No,Yes,No,3902
5999-LCXAO,Female,No,No,No,3903
5206-XZZQI,Male,No,No,No,3904
4803-LBYPN,Male,No,Yes,Yes,3905
5759-RCVCB,Female,No,No,No,3906
6372-RFVNS,Female,No,Yes,No,3907
2139-FQHLM,Male,No,No,No,3908
8261-GWDBQ,Female,Yes,Yes,No,3909
1093-YSWCA,Male,No,No,No,3910
8938-UMKPI,Female,No,No,No,3911
0991-BRRFB,Male,No,No,No,3912
3882-IYOIJ,Female,No,Yes,Yes,3913
8749-TZYEC,Male,No,Yes,No,3914
1755-FZQEC,Male,No,No,No,3915
3115-JPJDD,Female,No,Yes,No,3916
5600-KTXFM,Male,No,Yes,Yes,3917
3871-IKPYH,Male,Yes,No,No,3918
6319-IEJWJ,Male,No,Yes,Yes,3919
9025-AOMKI,Female,No,No,No,3920
6339-TBELP,Male,No,No,No,3921
7964-YESJC,Female,No,Yes,No,3922
6173-GOLSU,Male,Yes,Yes,No,3923
5275-SQEIZ,Male,No,No,No,3924
7716-YTYHG,Female,No,Yes,Yes,3925
9938-ZREHM,Female,No,Yes,No,3926
7950-XWOVN,Male,No,No,No,3927
4390-KYULV,Male,No,Yes,No,3928
4647-MUZON,Female,No,Yes,No,3929
9702-AIUJO,Male,No,Yes,Yes,3930
8849-PRIQJ,Female,No,Yes,Yes,3931
8851-RAGOV,Female,No,Yes,No,3932
1304-NECVQ,Female,Yes,No,No,3933
5396-IZEPB,Male,No,No,No,3934
1729-VLAZJ,Female,No,No,Yes,3935
8285-ABVLB,Female,No,Yes,No,3936
0701-TJSEF,Male,No,No,No,3937
5712-VBOXD,Female,No,No,No,3938
6629-LADHQ,Female,No,No,No,3939
8945-GRKHX,Female,No,No,Yes,3940
1559-DTODC,Male,No,No,No,3941
4797-MIWUM,Male,No,Yes,Yes,3942
6959-UWKHF,Male,No,No,No,3943
8720-RQSBJ,Male,Yes,No,No,3944
4537-CIBHB,Female,No,Yes,Yes,3945
3815-SLMEF,Female,No,No,No,3946
5154-VEKBL,Female,No,No,No,3947
4324-AHJKS,Female,No,No,No,3948
4355-CVPVS,Female,No,Yes,Yes,3949
4495-LHSSK,Female,No,No,Yes,3950
5655-JSMZM,Male,Yes,No,No,3951
5915-ANOEI,Male,No,Yes,No,3952
9861-PDSZP,Female,No,No,No,3953
4505-EXZHB,Female,Yes,No,No,3954
7225-CBZPL,Male,Yes,Yes,No,3955
6704-UTUKK,Male,No,Yes,No,3956
4587-VVTOX,Female,No,Yes,No,3957
2019-HDCZY,Male,No,Yes,No,3958
4652-NNHNY,Male,No,Yes,No,3959
8788-DOXSU,Male,No,No,No,3960
7404-JLKQG,Female,No,No,No,3961
7421-ZLUPA,Female,No,No,No,3962
