customerID,Contract,PaperlessBilling,PaymentMethod,tenure_group,MonthlyChargeBand,TotalChargeBand,contract_key
0432-CAJZV,Month-to-month,No,Mailed check,0-12 Months,Premium,Q1,3979
7008-LZVOZ,Two year,Yes,Credit card (automatic),61-72 Months,Low,Q3,3980
8868-WOZGU,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,3981
1200-TUZHR,Month-to-month,No,Electronic check,0-12 Months,High,Q2,3982
9365-CSLBQ,Two year,No,Mailed check,61-72 Months,Low,Q3,3983
1334-FJSVR,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,3984
5884-FBCTL,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,3985
7130-CTCUS,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,Medium,Q2,3986
6242-FEGFD,Two year,No,Mailed check,61-72 Months,Premium,Q4,3987
7625-XCQRH,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,3988
6194-HBGQN,One year,Yes,Credit card (automatic),49-60 Months,High,Q4,3989
7634-WSWDB,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,3990
6986-IXNDM,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q2,3991
1731-TVIUK,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q1,3992
2987-BJXIK,Two year,No,Mailed check,61-72 Months,High,Q4,3993
9769-TSBZE,Two year,No,Electronic check,61-72 Months,Medium,Q4,3994
0406-BPDVR,One year,Yes,Credit card (automatic),49-60 Months,Premium,Q4,3995
0618-XWMSS,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,High,Q3,3996
1395-WSWXR,Two year,No,Mailed check,13-24 Months,Low,Q2,3997
6023-GSSXW,Two year,Yes,Credit card (automatic),61-72 Months,Medium,Q4,3998
6752-APNJL,Month-to-month,No,Mailed check,25-48 Months,Medium,Q3,3999
5276-KQWHG,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,4000
0420-HLGXF,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q4,4001
7446-KQISO,Two year,Yes,Bank transfer (automatic),25-48 Months,Premium,Q4,4002
9823-EALYC,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,4003
0582-AVCLN,Two year,No,Mailed check,25-48 Months,Low,Q2,4004
5803-NQJZO,Two year,Yes,Bank transfer (automatic),61-72 Months,Medium,Q4,4005
2565-JSLRY,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,4006
2607-DHDAK,Two year,Yes,Credit card (automatic),61-72 Months,Low,Q3,4007
1073-XXCZD,Two year,No,Bank transfer (automatic),49-60 Months,Low,Q3,4008
0743-HRVFF,One year,Yes,Electronic check,49-60 Months,Medium,Q3,4009
4006-HKYHO,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,4010
3727-JEZTU,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4011
8143-ETQTI,Two year,Yes,Mailed check,13-24 Months,Low,Q2,4012
6689-KXGBO,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,4013
9667-TKTVZ,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,4014
3657-COGMW,Month-to-month,No,Credit card (automatic),49-60 Months,Premium,Q4,4015
8570-KLJYJ,One year,No,Mailed check,25-48 Months,Medium,Q3,4016
7754-IXRMC,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,4017
9473-CBZOP,One year,No,Mailed check,25-48 Months,Medium,Q3,4018
2969-WGHQO,One year,No,Electronic check,0-12 Months,Medium,Q2,4019
6615-NGGZJ,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,4020
4334-HOWRP,Two year,Yes,Credit card (automatic),61-72 Months,Medium,Q4,4021
4255-DDUOU,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,4022
5863-OOKCL,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4023
1686-STUHN,One year,No,Bank transfer (automatic),25-48 Months,Low,Q2,4024
1329-VHWNP,Month-to-month,No,Bank transfer (automatic),0-12 Months,Low,Q1,4025
2984-MIIZL,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,High,Q1,4026
0266-GMEAO,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4027
5590-YRFJT,Month-to-month,Yes,Electronic check,13-24 Months,Low,Q2,4028
5574-NXZIU,Two year,No,Credit card (automatic),61-72 Months,Premium,Q4,4029
0019-GFNTW,Two year,No,Bank transfer (automatic),49-60 Months,Medium,Q3,4030
4256-ZWTZI,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,4031
8309-PPCED,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,4032
4098-NAUKP,Month-to-month,Yes,Electronic check,61-72 Months,High,Q4,4033
5196-WPYOW,One year,No,Mailed check,61-72 Months,Medium,Q4,4034
4608-LCIMN,Month-to-month,No,Bank transfer (automatic),0-12 Months,Medium,Q1,4035
1485-YDHMM,Month-to-month,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,4036
4054-CUMIA,Month-to-month,Yes,Mailed check,13-24 Months,Low,Q1,4037
0603-TPMIB,Two year,No,Mailed check,49-60 Months,Low,Q3,4038
2525-GVKQU,Two year,No,Mailed check,49-60 Months,Low,Q2,4039
8161-QYMTT,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q2,4040
9581-GVBXT,One year,No,Mailed check,49-60 Months,Low,Q3,4041
5862-BRIXZ,Two year,Yes,Bank transfer (automatic),25-48 Months,Medium,Q3,4042
5404-GGUKR,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,4043
3308-JSGML,Two year,Yes,Credit card (automatic),49-60 Months,Medium,Q4,4044
2126-GSEGL,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,4045
3677-TNKIO,Month-to-month,Yes,Credit card (automatic),13-24 Months,High,Q2,4046
0440-QEXBZ,Month-to-month,Yes,Mailed check,25-48 Months,Medium,Q3,4047
2434-EEVDB,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4048
6762-QVYJO,Two year,No,Mailed check,49-60 Months,Medium,Q3,4049
6199-IWKGC,One year,No,Electronic check,25-48 Months,Premium,Q4,4050
2675-DHUTR,Month-to-month,Yes,Electronic check,49-60 Months,Premium,Q4,4051
8152-VETUR,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4052
9667-EQRXU,Month-to-month,Yes,Electronic check,25-48 Months,Medium,Q2,4053
7446-YPODE,Month-to-month,No,Bank transfer (automatic),0-12 Months,Medium,Q2,4054
9522-BNTHX,Month-to-month,Yes,Electronic check,25-48 Months,Medium,Q3,4055
4676-WLUHT,Two year,No,Bank transfer (automatic),49-60 Months,Medium,Q3,4056
3329-WDIOK,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,4057
7980-MHFLQ,Two year,No,Mailed check,61-72 Months,Low,Q3,4058
2873-ZLIWT,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,4059
3415-TAILE,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,4060
0757-WCUUZ,Two year,No,Credit card (automatic),49-60 Months,Medium,Q3,4061
1629-DQQVB,Month-to-month,No,Bank transfer (automatic),13-24 Months,Medium,Q2,4062
1915-IOFGU,Month-to-month,No,Electronic check,0-12 Months,High,Q1,4063
3045-XETSH,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q2,4064
0374-AACSZ,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,4065
7239-HZZCX,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4066
4872-VXRIL,One year,Yes,Bank transfer (automatic),49-60 Months,Medium,Q3,4067
9140-CZQZZ,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,4068
3423-HHXAO,One year,Yes,Mailed check,13-24 Months,Low,Q1,4069
9938-TKDGL,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,4070
0531-ZZJWQ,Month-to-month,Yes,Electronic check,49-60 Months,High,Q4,4071
6537-QLGEX,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,4072
2688-BHGOG,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,4073
7683-CBDKJ,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,4074
0946-CLJTI,Month-to-month,Yes,Electronic check,49-60 Months,Premium,Q4,4075
3160-TYXLT,Month-to-month,Yes,Bank transfer (automatic),49-60 Months,Medium,Q3,4076
1325-USMEC,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4077
0916-QOFDP,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q2,4078
0628-CNQRM,One year,Yes,Bank transfer (automatic),13-24 Months,Medium,Q3,4079
5606-AMZBO,Month-to-month,Yes,Credit card (automatic),0-12 Months,High,Q2,4080
6199-IPCAO,Two year,No,Mailed check,25-48 Months,Low,Q2,4081
7665-TOALD,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,4082
0112-QWPNC,One year,No,Electronic check,49-60 Months,High,Q4,4083
0324-BRPCJ,Month-to-month,Yes,Electronic check,61-72 Months,Premium,Q4,4084
2777-PHDEI,Month-to-month,No,Electronic check,0-12 Months,High,Q1,4085
5640-CAXOA,One year,Yes,Credit card (automatic),25-48 Months,Medium,Q2,4086
2235-EZAIK,Two year,No,Credit card (automatic),61-72 Months,High,Q4,4087
3847-BAERP,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,4088
1196-AMORA,Month-to-month,No,Electronic check,0-12 Months,High,Q2,4089
4282-YMKNA,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,4090
1453-RZFON,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,4091
8263-OKETD,Month-to-month,Yes,Credit card (automatic),13-24 Months,Medium,Q2,4092
0670-KDOMA,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,4093
2476-YGEFM,Month-to-month,Yes,Credit card (automatic),25-48 Months,High,Q3,4094
8687-BAFGU,Month-to-month,No,Electronic check,0-12 Months,High,Q1,4095
0641-EVBOJ,Month-to-month,Yes,Mailed check,0-12 Months,High,Q1,4096
0829-XXPLX,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,High,Q3,4097
9974-JFBHQ,Month-to-month,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4098
5356-RHIPP,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,4099
6624-JDRDS,Month-to-month,No,Bank transfer (automatic),0-12 Months,Low,Q1,4100
0608-JDVEC,Two year,No,Electronic check,49-60 Months,Low,Q2,4101
9780-FKVVF,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q1,4102
1919-RTPQD,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,4103
5214-NLTIT,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4104
3345-PBBFH,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q1,4105
5055-BRMNE,Two year,No,Credit card (automatic),61-72 Months,Premium,Q4,4106
9189-JWSHV,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,4107
2190-PHBHR,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4108
2650-GYRYL,One year,Yes,Bank transfer (automatic),25-48 Months,Low,Q2,4109
0746-JTRFU,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,4110
5208-FVQKB,Two year,No,Mailed check,61-72 Months,Medium,Q4,4111
7184-LRUUR,One year,No,Bank transfer (automatic),13-24 Months,Medium,Q3,4112
6627-CFOSN,Month-to-month,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,4113
3982-JGSFD,One year,Yes,Credit card (automatic),25-48 Months,Low,Q2,4114
1574-DYCWE,Two year,No,Mailed check,49-60 Months,Low,Q2,4115
7247-XOZPB,One year,No,Bank transfer (automatic),49-60 Months,High,Q4,4116
2466-FCCPT,One year,No,Bank transfer (automatic),13-24 Months,Low,Q1,4117
6211-WWLTF,Two year,No,Credit card (automatic),61-72 Months,Premium,Q4,4118
4826-TZEVA,Month-to-month,No,Credit card (automatic),25-48 Months,High,Q3,4119
6016-NXBNJ,One year,Yes,Mailed check,25-48 Months,Low,Q2,4120
9138-EFSMO,One year,No,Bank transfer (automatic),25-48 Months,High,Q3,4121
0576-WNXXC,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,4122
4632-XJMEX,One year,No,Credit card (automatic),49-60 Months,Medium,Q3,4123
8910-LEDAG,Month-to-month,No,Credit card (automatic),25-48 Months,High,Q3,4124
3452-GWUIN,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,4125
2716-GFZOR,Month-to-month,Yes,Credit card (automatic),25-48 Months,High,Q3,4126
3724-UCSHY,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4127
8626-XHBIE,Two year,Yes,Mailed check,49-60 Months,Low,Q3,4128
4628-CTTLA,Month-to-month,Yes,Electronic check,49-60 Months,Medium,Q3,4129
3192-LNKRK,Month-to-month,Yes,Mailed check,25-48 Months,High,Q3,4130
4439-YRNVD,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,4131
2876-VBBBL,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,4132
6834-NXDCA,Month-to-month,Yes,Electronic check,13-24 Months,Low,Q1,4133
2208-UGTGR,Month-to-month,No,Electronic check,49-60 Months,Premium,Q4,4134
3005-TYFRD,Month-to-month,Yes,Credit card (automatic),49-60 Months,Premium,Q4,4135
8670-MEFCP,Two year,Yes,Credit card (automatic),25-48 Months,Premium,Q3,4136
3079-BCHLN,One year,No,Bank transfer (automatic),25-48 Months,Low,Q2,4137
7777-UNYHB,Month-to-month,Yes,Credit card (automatic),0-12 Months,Low,Q1,4138
5597-GLBUC,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,4139
7278-CKDNC,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,4140
2748-MYRVK,One year,No,Bank transfer (automatic),61-72 Months,Premium,Q4,4141
8450-UYIBU,Month-to-month,Yes,Electronic check,25-48 Months,Medium,Q3,4142
2969-VAPYH,One year,No,Credit card (automatic),61-72 Months,Medium,Q4,4143
4822-YCXMX,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,4144
7181-OQCUT,Month-to-month,No,Mailed check,13-24 Months,Premium,Q3,4145
8474-UMLNT,Month-to-month,No,Bank transfer (automatic),13-24 Months,Medium,Q2,4146
9821-POOTN,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,4147
3836-FZSDJ,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,4148
9142-XMYJH,Month-to-month,No,Credit card (automatic),25-48 Months,Low,Q2,4149
6559-ILWKJ,Two year,No,Electronic check,61-72 Months,Medium,Q3,4150
0187-QSXOE,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,4151
7733-UDMTP,Month-to-month,Yes,Electronic check,49-60 Months,Medium,Q3,4152
2649-HWLYB,Two year,No,Bank transfer (automatic),61-72 Months,High,Q4,4153
5214-CHIWJ,One year,No,Mailed check,25-48 Months,Low,Q2,4154
4229-CZMLL,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,4155
6904-JLBGY,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4156
2465-BLLEU,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,4157
1685-VAYJF,Month-to-month,No,Credit card (automatic),0-12 Months,Medium,Q2,4158
8874-EJNSR,Two year,No,Mailed check,25-48 Months,Low,Q2,4159
6917-YACBP,Month-to-month,Yes,Electronic check,49-60 Months,High,Q4,4160
5049-MUBWG,One year,No,Bank transfer (automatic),25-48 Months,High,Q3,4161
4223-WOZCM,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,4162
0769-MURVM,Two year,No,Bank transfer (automatic),61-72 Months,Medium,Q4,4163
9253-VIFJQ,One year,No,Credit card (automatic),61-72 Months,Medium,Q4,4164
7030-FZTFM,Two year,No,Credit card (automatic),61-72 Months,Premium,Q4,4165
9741-YLNTD,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,High,Q2,4166
5917-RYRMG,One year,No,Credit card (automatic),25-48 Months,Low,Q2,4167
5120-ZBLAI,One year,No,Bank transfer (automatic),49-60 Months,High,Q4,4168
1194-BHJYC,Two year,Yes,Mailed check,61-72 Months,Medium,Q3,4169
3663-MITLP,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,4170
0906-QVPMS,Two year,No,Bank transfer (automatic),61-72 Months,Premium,Q4,4171
9025-ZRPVR,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,4172
1905-OEILC,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4173
7858-GTZSP,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,4174
3285-UCQVC,Month-to-month,No,Credit card (automatic),25-48 Months,Low,Q2,4175
6248-BSHKG,One year,No,Mailed check,61-72 Months,Low,Q2,4176
4685-TFLLS,One year,No,Bank transfer (automatic),13-24 Months,Low,Q1,4177
3470-BTGQO,Month-to-month,No,Mailed check,13-24 Months,Medium,Q2,4178
1209-VFFOC,Two year,Yes,Mailed check,61-72 Months,Medium,Q4,4179
8224-DWCKX,Month-to-month,Yes,Credit card (automatic),0-12 Months,High,Q2,4180
5482-PLVPE,Month-to-month,No,Electronic check,0-12 Months,Low,Q1,4181
4553-DVPZG,Month-to-month,Yes,Electronic check,61-72 Months,Premium,Q4,4182
4902-OHLSK,Month-to-month,No,Electronic check,25-48 Months,Premium,Q3,4183
6917-IAYHD,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4184
0495-ZBNGW,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,High,Q1,4185
8620-RJPZN,Month-to-month,No,Electronic check,0-12 Months,Low,Q1,4186
7572-KPVKK,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,4187
2642-MAWLJ,Two year,No,Bank transfer (automatic),25-48 Months,Low,Q2,4188
2357-COQEK,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,4189
7103-ZGVNT,One year,No,Credit card (automatic),61-72 Months,High,Q4,4190
3737-GCSPV,Month-to-month,Yes,Credit card (automatic),0-12 Months,Premium,Q2,4191
2027-WKXMW,Month-to-month,Yes,Electronic check,61-72 Months,Premium,Q4,4192
7137-NAXML,One year,No,Bank transfer (automatic),13-24 Months,Low,Q2,4193
2428-ZMCTB,Month-to-month,No,Credit card (automatic),0-12 Months,Low,Q1,4194
2961-VNFKL,Two year,Yes,Credit card (automatic),61-72 Months,Low,Q3,4195
1768-HNVGJ,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,4196
6963-KQYQB,Two year,No,Mailed check,61-72 Months,Low,Q3,4197
5934-RMPOV,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,4198
1207-BLKSA,Two year,No,Mailed check,49-60 Months,Low,Q2,4199
4088-YLDSU,One year,Yes,Electronic check,49-60 Months,Premium,Q4,4200
8316-BBQAY,Two year,No,Credit card (automatic),61-72 Months,Medium,Q4,4201
1166-PQLGG,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,4202
3146-JTQHR,One year,No,Bank transfer (automatic),0-12 Months,Low,Q1,4203
4291-YZODP,One year,No,Mailed check,0-12 Months,Low,Q1,4204
4395-PZMSN,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,4205
6427-FEFIG,Two year,No,Credit card (automatic),13-24 Months,High,Q3,4206
0017-IUDMW,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4207
8706-HRADD,Month-to-month,Yes,Mailed check,13-24 Months,Medium,Q2,4208
9955-QOPOY,One year,Yes,Credit card (automatic),61-72 Months,Medium,Q4,4209
4385-ZKVNW,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Medium,Q3,4210
5446-DKWYW,One year,Yes,Electronic check,61-72 Months,Medium,Q4,4211
2034-CGRHZ,Month-to-month,Yes,Credit card (automatic),13-24 Months,Premium,Q3,4212
5797-APWZC,Month-to-month,No,Electronic check,0-12 Months,Premium,Q1,4213
3683-QKIUE,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q1,4214
4228-ZGYUW,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q1,4215
9031-ZVQPT,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,4216
2990-IAJSV,Two year,No,Bank transfer (automatic),61-72 Months,Premium,Q4,4217
8107-KNCIM,Month-to-month,Yes,Electronic check,13-24 Months,High,Q2,4218
9027-YFHQJ,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Low,Q1,4219
5176-LDKUH,One year,No,Electronic check,25-48 Months,High,Q3,4220
4644-OBGFZ,One year,No,Mailed check,49-60 Months,Low,Q2,4221
7926-IJOOU,Month-to-month,No,Credit card (automatic),0-12 Months,Low,Q1,4222
6480-YAGIY,One year,No,Credit card (automatic),25-48 Months,Premium,Q4,4223
4029-HPFVY,Month-to-month,Yes,Mailed check,0-12 Months,High,Q1,4224
7602-DBTOU,Two year,No,Mailed check,61-72 Months,Low,Q3,4225
5345-BMKWB,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4226
3519-ZKXGG,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,4227
5457-COLHT,Two year,No,Bank transfer (automatic),61-72 Months,High,Q4,4228
6416-TVAIH,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,4229
5451-YHYPW,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4230
5108-ADXWO,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,4231
7998-WNZEM,Two year,No,Bank transfer (automatic),61-72 Months,High,Q4,4232
3066-RRJIO,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,4233
4664-NJCMS,Two year,No,Bank transfer (automatic),25-48 Months,Medium,Q3,4234
0307-BCOPK,One year,No,Mailed check,13-24 Months,Low,Q1,4235
7629-WFGLW,One year,No,Electronic check,49-60 Months,Premium,Q4,4236
2542-HYGIQ,Month-to-month,No,Credit card (automatic),0-12 Months,Low,Q1,4237
6715-OFDBP,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,4238
5016-LIPDW,One year,No,Mailed check,49-60 Months,Low,Q2,4239
6481-LXPWL,One year,Yes,Credit card (automatic),49-60 Months,Medium,Q3,4240
1567-DSCIC,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q2,4241
2150-UWTFY,Month-to-month,No,Mailed check,13-24 Months,Medium,Q3,4242
6124-ACRHJ,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4243
9362-MWODR,Month-to-month,Yes,Credit card (automatic),25-48 Months,Medium,Q3,4244
9975-GPKZU,Two year,No,Credit card (automatic),25-48 Months,Low,Q2,4245
9625-RZFUK,Two year,No,Mailed check,61-72 Months,Low,Q2,4246
5153-LXKDT,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,4247
5161-UBZXI,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4248
1020-JPQOW,Month-to-month,No,Electronic check,49-60 Months,Premium,Q4,4249
7919-ZODZZ,One year,Yes,Mailed check,0-12 Months,Medium,Q2,4250
0565-JUPYD,One year,No,Credit card (automatic),61-72 Months,Premium,Q4,4251
6867-ACCZI,Two year,Yes,Mailed check,13-24 Months,Medium,Q2,4252
5939-XAIXZ,Month-to-month,Yes,Mailed check,13-24 Months,Medium,Q2,4253
9054-FOWNV,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,4254
2683-BPJSO,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,4255
2157-MXBJS,One year,Yes,Mailed check,13-24 Months,High,Q2,4256
8207-VVMYB,Two year,Yes,Bank transfer (automatic),61-72 Months,Low,Q3,4257
9732-EQMWY,Month-to-month,No,Electronic check,49-60 Months,Premium,Q4,4258
9360-AHGNL,One year,Yes,Mailed check,25-48 Months,Premium,Q4,4259
1087-UDSIH,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,4260
5269-NRGDP,One year,No,Electronic check,25-48 Months,High,Q3,4261
6195-MELTI,One year,Yes,Mailed check,49-60 Months,Medium,Q3,4262
5485-WUYWF,Month-to-month,No,Bank transfer (automatic),0-12 Months,Medium,Q1,4263
2121-JAFOM,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4264
8818-DOPVL,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q4,4265
2632-UCGVD,Month-to-month,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4266
5445-PZWGX,One year,No,Electronic check,61-72 Months,Premium,Q4,4267
1227-UDMZR,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,4268
5198-HQAEN,One year,Yes,Electronic check,25-48 Months,High,Q3,4269
9170-CCKOU,Month-to-month,No,Credit card (automatic),13-24 Months,Premium,Q3,4270
2167-FQSTQ,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,4271
2819-GWENI,One year,No,Mailed check,25-48 Months,Low,Q2,4272
1043-YCUTE,Two year,Yes,Credit card (automatic),49-60 Months,Low,Q2,4273
3814-MLAXC,Month-to-month,Yes,Credit card (automatic),25-48 Months,High,Q3,4274
3572-UUHRS,One year,No,Bank transfer (automatic),25-48 Months,Low,Q2,4275
2692-PFYTJ,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,4276
1226-UDFZR,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,4277
5955-EPOAZ,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,4278
6821-JPCDC,One year,Yes,Electronic check,25-48 Months,Premium,Q4,4279
8815-LMFLX,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Low,Q2,4280
9135-HSWOC,Two year,Yes,Bank transfer (automatic),61-72 Months,Low,Q2,4281
8582-KRHPJ,Month-to-month,Yes,Mailed check,49-60 Months,Low,Q3,4282
5811-IWXYM,One year,No,Bank transfer (automatic),49-60 Months,Premium,Q4,4283
7044-YAACC,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,4284
8189-XRIKE,Month-to-month,No,Electronic check,25-48 Months,Premium,Q3,4285
1506-YJTYT,Two year,No,Credit card (automatic),25-48 Months,High,Q3,4286
4123-DVHPH,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,4287
6425-YQLLO,One year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4288
5442-UTCVD,Month-to-month,No,Electronic check,0-12 Months,Premium,Q1,4289
2228-BZDEE,Two year,No,Mailed check,49-60 Months,Low,Q2,4290
7734-DBOAI,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,4291
2789-CZANW,Two year,No,Bank transfer (automatic),61-72 Months,Premium,Q4,4292
2091-RFFBA,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,4293
2114-MGINA,Month-to-month,Yes,Mailed check,13-24 Months,High,Q2,4294
7596-LDUXP,One year,Yes,Credit card (automatic),0-12 Months,High,Q2,4295
3740-RLMVT,One year,Yes,Bank transfer (automatic),61-72 Months,Medium,Q4,4296
4489-SNOJF,Month-to-month,No,Electronic check,25-48 Months,High,Q3,4297
2192-OZITF,Two year,No,Mailed check,25-48 Months,High,Q3,4298
5651-CPDND,Month-to-month,No,Mailed check,0-12 Months,Medium,Q2,4299
2186-QZEYA,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Medium,Q3,4300
1131-ALZWV,One year,No,Bank transfer (automatic),13-24 Months,Low,Q2,4301
7729-XBTWX,Two year,Yes,Mailed check,61-72 Months,Low,Q2,4302
9134-WYRVP,One year,No,Mailed check,49-60 Months,High,Q4,4303
3284-SVCRO,Two year,No,Mailed check,25-48 Months,Low,Q2,4304
9732-OUYRN,One year,No,Credit card (automatic),49-60 Months,Low,Q2,4305
0559-CKHUS,Two year,Yes,Mailed check,25-48 Months,Low,Q2,4306
