customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,HasStreaming,HasSecurityBundle,ServiceCount,service_key
9362-MWODR,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,5,4244
9975-GPKZU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4245
9625-RZFUK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4246
5153-LXKDT,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,8,4247
5161-UBZXI,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7,4248
1020-JPQOW,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,No,Yes,6,4249
7919-ZODZZ,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Yes,No,5,4250
0565-JUPYD,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,8,4251
6867-ACCZI,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,6,4252
5939-XAIXZ,Yes,Yes,DSL,No,No,Yes,No,No,No,No,No,4,4253
9054-FOWNV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,No,5,4254
2683-BPJSO,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,Yes,5,4255
2157-MXBJS,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,No,6,4256
8207-VVMYB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4257
9732-EQMWY,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,6,4258
9360-AHGNL,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8,4259
1087-UDSIH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4260
5269-NRGDP,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,6,4261
6195-MELTI,Yes,No,DSL,No,Yes,No,Yes,No,No,No,Yes,4,4262
5485-WUYWF,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,5,4263
2121-JAFOM,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,4264
8818-DOPVL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,4265
2632-UCGVD,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,6,4266
5445-PZWGX,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,7,4267
1227-UDMZR,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,4268
5198-HQAEN,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Yes,5,4269
9170-CCKOU,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,6,4270
2167-FQSTQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,4271
2819-GWENI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4272
1043-YCUTE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4273
3814-MLAXC,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,Yes,4,4274
3572-UUHRS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4275
2692-PFYTJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4276
1226-UDFZR,Yes,No,DSL,No,Yes,No,No,No,No,No,No,3,4277
5955-EPOAZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4278
6821-JPCDC,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,6,4279
8815-LMFLX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4280
9135-HSWOC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4281
8582-KRHPJ,No,No phone service,DSL,Yes,Yes,No,No,No,No,No,Yes,3,4282
5811-IWXYM,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,6,4283
7044-YAACC,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,4284
8189-XRIKE,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,4,4285
1506-YJTYT,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,7,4286
4123-DVHPH,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,5,4287
6425-YQLLO,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,7,4288
5442-UTCVD,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,5,4289
2228-BZDEE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4290
7734-DBOAI,No,No phone service,DSL,No,No,No,Yes,Yes,No,Yes,Yes,3,4291
2789-CZANW,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8,4292
2091-RFFBA,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,4293
2114-MGINA,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,4,4294
7596-LDUXP,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes,4,4295
3740-RLMVT,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,5,4296
4489-SNOJF,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,7,4297
2192-OZITF,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,6,4298
5651-CPDND,Yes,No,DSL,No,No,No,No,No,No,No,No,2,4299
2186-QZEYA,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,5,4300
1131-ALZWV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4301
7729-XBTWX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4302
9134-WYRVP,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes,4,4303
3284-SVCRO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4304
9732-OUYRN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4305
0559-CKHUS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4306
2931-SVLTV,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8,4307
6899-PPEEA,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,5,4308
7504-UWHNB,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,4309
2582-FFFZR,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,No,4,4310
8908-NMQTX,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,4311
2187-LZGPL,No,No phone service,DSL,No,Yes,No,No,No,Yes,Yes,No,3,4312
1431-AIDJQ,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,4313
6288-LBEAR,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,No,Yes,4,4314
4597-NUCQV,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,6,4315
9019-QVLZD,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,3,4316
8413-YNHNV,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,4317
5808-TOTXO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4318
4369-NYSCF,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,6,4319
6333-YDVLT,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8,4320
5324-KTGCG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4321
5599-HVLTW,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,No,4,4322
7394-LWLYN,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,4323
3707-LRWZD,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,4,4324
6873-UDNLD,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,5,4325
2700-LUEVA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4326
1455-ESIQH,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,4,4327
0958-YHXGP,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,4328
1101-SSWAG,Yes,Yes,DSL,No,No,No,No,No,No,No,No,3,4329
2979-SXESE,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes,6,4330
4013-TLDHQ,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,No,No,4,4331
5743-KHMNA,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4332
4194-FJARJ,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,5,4333
5325-UWTWJ,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,No,Yes,6,4334
3969-GYXEL,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Yes,3,4335
9208-OLGAQ,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,4,4336
3244-CQPHU,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8,4337
2674-MLXMN,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,6,4338
9708-HPXWZ,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,4,4339
6992-TKNYO,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,6,4340
4468-YDOVK,Yes,No,DSL,No,No,No,Yes,No,No,No,Yes,3,4341
3754-DXMRT,Yes,No,DSL,No,No,No,No,No,No,No,No,2,4342
5792-JALQC,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,5,4343
7130-VTEWQ,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,4344
2200-DSAAL,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,7,4345
4302-ZYFEL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4346
9351-LZYGF,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,6,4347
4366-CTOUZ,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,6,4348
6121-VZNQB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4349
7903-CMPEY,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,4,4350
1518-OMDIK,Yes,No,DSL,No,No,No,No,No,No,No,No,2,4351
6671-NGWON,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4352
0595-ITUDF,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,6,4353
6996-KNSML,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No,3,4354
1955-IBMMB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4355
0096-BXERS,Yes,Yes,DSL,No,No,No,No,No,No,No,No,3,4356
3806-YAZOV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4357
7998-ZLXWN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4358
6253-WRFHY,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,No,4,4359
9133-AYJZG,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,6,4360
2675-OTVVJ,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes,5,4361
8680-CGLTP,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,5,4362
8430-TWCBX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4363
5018-GWURO,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,4,4364
6741-QRLUP,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,8,4365
4737-HOBAX,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,7,4366
0537-QYZZN,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,4,4367
3340-QBBFM,Yes,No,DSL,No,No,Yes,Yes,No,No,No,Yes,4,4368
1704-NRWYE,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,3,4369
2592-SEIFQ,No,No phone service,DSL,No,No,No,No,No,No,No,No,1,4370
8200-KLNYW,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7,4371
3372-CDXFJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4372
4781-ZXYGU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4373
7632-YUTXB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4374
2718-YSKCS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4375
9896-UYMIE,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,4376
0853-NWIFK,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,6,4377
8212-CRQXP,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,3,4378
6980-CDGFC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4379
7691-XVTZH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,No,5,4380
2520-SGTTA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4381
7481-ATQQS,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,5,4382
2277-VWCNI,Yes,Yes,DSL,No,No,No,No,No,No,No,No,3,4383
1088-CNNKB,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,8,4384
8642-GVWRF,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,No,No,4,4385
1930-BZLHI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4386
3400-ESFUW,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,5,4387
5868-YTYKS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4388
3525-DVKFN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4389
1482-OXZSY,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,6,4390
0377-JBKKT,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,5,4391
5778-BVOFB,Yes,No,DSL,No,No,No,Yes,Yes,No,Yes,Yes,4,4392
3373-YZZYM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4393
2057-ZBLPD,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No,4,4394
0228-MAUWC,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,5,4395
5502-RLUYV,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,4396
0023-HGHWL,No,No phone service,DSL,No,No,No,No,No,No,No,No,1,4397
7663-YJHSN,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,8,4398
4915-BFSXL,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,6,4399
3086-RUCRN,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,8,4400
5215-LNLDJ,No,No phone service,DSL,No,No,No,No,No,No,No,No,1,4401
7576-JMYWV,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8,4402
9039-RBEEE,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,5,4403
0257-KXZGU,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,No,5,4404
1307-ATKGB,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,No,5,4405
8417-FMLZI,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,4,4406
3714-XPXBW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,8,4407
1850-AKQEP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4408
2824-DXNKN,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,6,4409
5227-JSCFE,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,5,4410
0848-ZGQIJ,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,5,4411
3621-CHYVB,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,5,4412
8042-RNLKO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4413
1792-UXAFY,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,No,5,4414
5372-FBKBN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4415
0420-TXVSG,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,6,4416
6217-TOWGS,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,No,6,4417
0515-YPMCW,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,4418
0378-XSZPU,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,5,4419
1045-LTCYT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4420
1544-JJMYL,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,6,4421
4636-JGAAI,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,5,4422
6874-SGLHU,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,5,4423
5951-AOFIH,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Yes,No,5,4424
4729-XKASR,No,No phone service,DSL,No,No,No,No,No,No,No,No,1,4425
3059-NGMXB,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,6,4426
8652-YHIYU,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,Yes,4,4427
5278-PNYOX,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,6,4428
5449-FIBXJ,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,7,4429
3486-HOOGQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,8,4430
5061-PBXFW,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,5,4431
8630-FJLIB,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,4432
3891-NLXJB,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No,Yes,4,4433
4749-OJKQU,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,4434
0577-WHMEV,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,6,4435
5453-AXEPF,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,4,4436
3639-XJHKQ,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,5,4437
3716-LRGXK,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,6,4438
2263-SFSQZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4439
9950-MTGYX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4440
3397-AVTKU,Yes,No,DSL,No,Yes,No,No,No,Yes,Yes,No,4,4441
4825-FUREZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4442
9837-BMCLM,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,3,4443
2672-OJQZP,Yes,No,DSL,No,No,No,No,No,No,No,No,2,4444
0137-UDEUO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4445
3134-DSHVC,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,7,4446
6161-UUUTA,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,3,4447
7821-DPRQE,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8,4448
6543-XRMYR,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,6,4449
2001-EWBQU,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,4450
4925-LMHOK,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,5,4451
1608-GMEWB,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,5,4452
6695-AMZUF,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,4453
1455-UGQVH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,6,4454
8410-BGQXN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4455
8280-MQRQN,Yes,No,DSL,No,No,Yes,No,No,No,No,No,3,4456
1619-YWUBB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4457
7611-YKYTC,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Yes,3,4458
2037-SGXHH,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,No,6,4459
3178-FESZO,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,6,4460
0365-GXEZS,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,No,Yes,4,4461
0082-OQIQY,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,5,4462
6087-MVHJH,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,5,4463
4603-JANFB,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,4464
3018-TFTSU,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,No,Yes,4,4465
3606-SBKRY,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,No,4,4466
4806-KEXQR,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,3,4467
0667-NSRGI,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,6,4468
7083-YNSKY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4469
6893-ODYYE,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Yes,6,4470
8242-JSVBO,Yes,No,DSL,No,No,No,No,No,No,No,No,2,4471
2479-BRAMR,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,Yes,5,4472
9541-ZPSEA,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,No,Yes,4,4473
2665-NPTGL,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,6,4474
1139-WUOAH,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,5,4475
4693-VWVBO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4476
7434-SHXLS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4477
6937-GCDGQ,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,3,4478
0988-JRWWP,Yes,No,DSL,No,No,No,No,Yes,No,Yes,No,3,4479
5075-JSDKI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4480
7908-QCBCA,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,4481
8644-XYTSV,No,No phone service,DSL,Yes,No,No,No,Yes,No,Yes,Yes,3,4482
6711-FLDFB,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,4483
3873-WOSBC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4484
7465-ZZRVX,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,4485
7975-JMZNT,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,4486
7251-XFOIL,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,5,4487
4116-IQRFR,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4488
3714-JTVOV,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Yes,3,4489
8259-DZLIZ,Yes,Yes,DSL,No,Yes,No,No,No,No,No,No,4,4490
0442-ZXKVS,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,4491
7853-WNZSY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4492
3120-FAZKD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4493
8606-OEGQZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4494
0225-ZORZP,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,4,4495
4702-IOQDC,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,4496
9489-JMTTN,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,4497
0575-CUQOV,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,6,4498
0967-BMLBD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4499
6178-KFNHS,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,4,4500
2830-LEWOA,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,4501
5006-MXVRN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4502
1264-BYWMS,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,5,4503
9658-WYUFB,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,6,4504
8327-WKMIE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4505
6917-FIJHC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,4506
5329-KRDTM,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Yes,7,4507
7797-EJMDP,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,5,4508
3530-VWVGU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,4509
2013-SGDXK,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,4,4510
6368-NWMCE,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,Yes,6,4511
